year,state,industry,count,last_update
2021,Telangana,Construction,29,2025-07-31 20:02:07.165
2021,Telangana,Agriculture,48,2025-07-31 20:02:07.439
2021,Telangana,Aeronautics Aerospace & Defence,21,2025-07-31 20:02:07.714
2021,Telangana,AI,27,2025-07-31 20:02:07.987
2021,Telangana,Green Technology,18,2025-07-31 20:02:08.263
2021,Telangana,Events,1,2025-07-31 20:02:08.542
2021,Telangana,Fashion,12,2025-07-31 20:02:08.820
2021,Telangana,Finance Technology,32,2025-07-31 20:02:09.098
2021,Telangana,Enterprise Software,15,2025-07-31 20:02:09.375
2021,Telangana,Food & Beverages,48,2025-07-31 20:02:09.653
2021,Telangana,Design,4,2025-07-31 20:02:09.930
2021,Telangana,Education,61,2025-07-31 20:02:10.487
2021,Telangana,Renewable Energy,17,2025-07-31 20:02:10.766
2021,Telangana,Technology Hardware,31,2025-07-31 20:02:11.047
2021,Telangana,Healthcare & Lifesciences,109,2025-07-31 20:02:11.329
2021,Telangana,Internet of Things,20,2025-07-31 20:02:11.606
2021,Telangana,IT Services,124,2025-07-31 20:02:11.882
2021,Telangana,Human Resources,20,2025-07-31 20:02:12.156
2021,Telangana,Marketing,18,2025-07-31 20:02:12.429
2021,Telangana,Nanotechnology,1,2025-07-31 20:02:12.704
2021,Telangana,Non- Renewable Energy,31,2025-07-31 20:02:12.979
2021,Telangana,Pets & Animals,6,2025-07-31 20:02:13.254
2021,Telangana,Media & Entertainment,11,2025-07-31 20:02:13.528
2021,Telangana,Retail,17,2025-07-31 20:02:13.802
2021,Telangana,House-Hold Services,2,2025-07-31 20:02:14.079
2021,Telangana,Professional & Commercial Services,33,2025-07-31 20:02:14.356
2021,Telangana,Sports,5,2025-07-31 20:02:14.630
2021,Telangana,Social Impact,14,2025-07-31 20:02:14.906
2021,Telangana,Social Network,16,2025-07-31 20:02:15.180
2021,Telangana,Textiles & Apparel,7,2025-07-31 20:02:15.453
2021,Telangana,Indic Language Startups,4,2025-07-31 20:02:15.730
2021,Telangana,Transportation & Storage,10,2025-07-31 20:02:16.007
2021,Telangana,Logistics,8,2025-07-31 20:02:16.281
2021,Telangana,Travel & Tourism,4,2025-07-31 20:02:16.555
2021,Telangana,Security Solutions,7,2025-07-31 20:02:16.830
2021,Telangana,Airport Operations,1,2025-07-31 20:02:17.107
2021,Telangana,Real Estate,4,2025-07-31 20:02:17.380
2021,Telangana,Other Specialty Retailers,3,2025-07-31 20:02:17.654
2021,Telangana,Safety,4,2025-07-31 20:02:17.928
2021,Telangana,Robotics,9,2025-07-31 20:02:18.200
2021,Telangana,Biotechnology,7,2025-07-31 20:02:18.747
2021,Telangana,Waste Management,11,2025-07-31 20:02:19.021
2021,Telangana,Others,37,2025-07-31 20:02:19.295
2021,Telangana,Toys and Games,5,2025-07-31 20:02:19.568
2021,Uttarakhand,Analytics,1,2025-07-31 20:02:19.825
2021,Uttarakhand,Architecture Interior Design,1,2025-07-31 20:02:20.334
2021,Uttarakhand,AR VR (Augmented + Virtual Reality),1,2025-07-31 20:02:20.587
2021,Uttarakhand,Automotive,3,2025-07-31 20:02:20.840
2021,Uttarakhand,Chemicals,1,2025-07-31 20:02:21.598
2021,Uttarakhand,Computer Vision,1,2025-07-31 20:02:21.852
2021,Uttarakhand,Construction,6,2025-07-31 20:02:22.360
2021,Uttarakhand,Agriculture,17,2025-07-31 20:02:22.614
2021,Uttarakhand,Aeronautics Aerospace & Defence,3,2025-07-31 20:02:22.870
2021,Uttarakhand,Events,1,2025-07-31 20:02:23.634
2021,Uttarakhand,Finance Technology,4,2025-07-31 20:02:24.142
2021,Uttarakhand,Enterprise Software,1,2025-07-31 20:02:24.395
2021,Uttarakhand,Food & Beverages,11,2025-07-31 20:02:24.649
2021,Uttarakhand,Education,10,2025-07-31 20:02:25.409
2021,Uttarakhand,Renewable Energy,3,2025-07-31 20:02:25.663
2021,Uttarakhand,Technology Hardware,3,2025-07-31 20:02:25.917
2021,Uttarakhand,Healthcare & Lifesciences,20,2025-07-31 20:02:26.171
2021,Uttarakhand,Internet of Things,1,2025-07-31 20:02:26.423
2021,Uttarakhand,IT Services,10,2025-07-31 20:02:26.677
2021,Uttarakhand,Human Resources,2,2025-07-31 20:02:26.932
2021,Uttarakhand,Marketing,4,2025-07-31 20:02:27.186
2021,Uttarakhand,Non- Renewable Energy,9,2025-07-31 20:02:27.695
2021,Uttarakhand,Media & Entertainment,2,2025-07-31 20:02:28.209
2021,Uttarakhand,Retail,1,2025-07-31 20:02:28.467
2021,Uttarakhand,Professional & Commercial Services,12,2025-07-31 20:02:28.984
2021,Uttarakhand,Social Impact,1,2025-07-31 20:02:29.503
2021,Uttarakhand,Social Network,2,2025-07-31 20:02:29.763
2021,Uttarakhand,Textiles & Apparel,1,2025-07-31 20:02:30.019
2021,Uttarakhand,Transportation & Storage,2,2025-07-31 20:02:30.527
2021,Uttarakhand,Logistics,1,2025-07-31 20:02:30.780
2021,Uttarakhand,Travel & Tourism,5,2025-07-31 20:02:31.035
2021,Uttarakhand,Security Solutions,1,2025-07-31 20:02:31.289
2021,Uttarakhand,Robotics,1,2025-07-31 20:02:32.571
2021,Uttarakhand,Biotechnology,3,2025-07-31 20:02:33.090
2021,Uttarakhand,Waste Management,3,2025-07-31 20:02:33.347
2021,Uttarakhand,Others,13,2025-07-31 20:02:33.605
2021,Uttarakhand,Toys and Games,1,2025-07-31 20:02:33.862
2021,West Bengal,Analytics,2,2025-07-31 20:02:34.129
2021,West Bengal,Advertising,2,2025-07-31 20:02:34.393
2021,West Bengal,Architecture Interior Design,5,2025-07-31 20:02:34.657
2021,West Bengal,AR VR (Augmented + Virtual Reality),1,2025-07-31 20:02:34.920
2021,West Bengal,Automotive,9,2025-07-31 20:02:35.185
2021,West Bengal,Art & Photography,2,2025-07-31 20:02:35.448
2021,West Bengal,Animation,1,2025-07-31 20:02:35.712
2021,West Bengal,Chemicals,10,2025-07-31 20:02:35.977
2021,West Bengal,Computer Vision,1,2025-07-31 20:02:36.244
2021,West Bengal,Telecommunication & Networking,6,2025-07-31 20:02:36.510
2021,West Bengal,Construction,29,2025-07-31 20:02:36.775
2021,West Bengal,Agriculture,41,2025-07-31 20:02:37.039
2021,West Bengal,Aeronautics Aerospace & Defence,5,2025-07-31 20:02:37.303
2021,West Bengal,AI,5,2025-07-31 20:02:37.566
2021,West Bengal,Green Technology,12,2025-07-31 20:02:37.830
2021,West Bengal,Fashion,9,2025-07-31 20:02:38.357
2021,West Bengal,Finance Technology,23,2025-07-31 20:02:38.622
2021,West Bengal,Enterprise Software,9,2025-07-31 20:02:38.887
2021,West Bengal,Food & Beverages,44,2025-07-31 20:02:39.151
2021,West Bengal,Design,4,2025-07-31 20:02:39.420
2021,West Bengal,Dating Matrimonial,1,2025-07-31 20:02:39.685
2021,West Bengal,Education,49,2025-07-31 20:02:39.949
2021,West Bengal,Renewable Energy,13,2025-07-31 20:02:40.213
2021,West Bengal,Technology Hardware,18,2025-07-31 20:02:40.478
2021,West Bengal,Healthcare & Lifesciences,60,2025-07-31 20:02:40.742
2021,West Bengal,Internet of Things,6,2025-07-31 20:02:41.007
2021,West Bengal,IT Services,67,2025-07-31 20:02:41.270
2021,West Bengal,Human Resources,6,2025-07-31 20:02:41.534
2021,West Bengal,Marketing,10,2025-07-31 20:02:41.797
2021,West Bengal,Nanotechnology,1,2025-07-31 20:02:42.060
2021,West Bengal,Non- Renewable Energy,33,2025-07-31 20:02:42.326
2021,West Bengal,Pets & Animals,6,2025-07-31 20:02:42.592
2021,West Bengal,Media & Entertainment,9,2025-07-31 20:02:42.855
2021,West Bengal,Retail,17,2025-07-31 20:02:43.118
2021,West Bengal,House-Hold Services,4,2025-07-31 20:02:43.379
2021,West Bengal,Professional & Commercial Services,45,2025-07-31 20:02:43.643
2021,West Bengal,Sports,1,2025-07-31 20:02:43.905
2021,West Bengal,Social Impact,9,2025-07-31 20:02:44.169
2021,West Bengal,Social Network,5,2025-07-31 20:02:44.433
2021,West Bengal,Textiles & Apparel,18,2025-07-31 20:02:44.696
2021,West Bengal,Indic Language Startups,1,2025-07-31 20:02:44.960
2021,West Bengal,Transportation & Storage,5,2025-07-31 20:02:45.223
2021,West Bengal,Logistics,7,2025-07-31 20:02:45.490
2021,West Bengal,Travel & Tourism,8,2025-07-31 20:02:45.754
2021,West Bengal,Security Solutions,7,2025-07-31 20:02:46.017
2021,West Bengal,Real Estate,7,2025-07-31 20:02:46.542
2021,West Bengal,Other Specialty Retailers,6,2025-07-31 20:02:46.805
2021,West Bengal,Safety,3,2025-07-31 20:02:47.068
2021,West Bengal,Robotics,2,2025-07-31 20:02:47.331
2021,West Bengal,Biotechnology,2,2025-07-31 20:02:47.857
2021,West Bengal,Waste Management,5,2025-07-31 20:02:48.120
2021,West Bengal,Others,38,2025-07-31 20:02:48.384
2021,West Bengal,Toys and Games,3,2025-07-31 20:02:48.652
2021,Uttar Pradesh,Analytics,16,2025-07-31 20:02:48.946
2021,Uttar Pradesh,Advertising,13,2025-07-31 20:02:49.242
2021,Uttar Pradesh,Architecture Interior Design,7,2025-07-31 20:02:49.538
2021,Uttar Pradesh,AR VR (Augmented + Virtual Reality),6,2025-07-31 20:02:49.834
2021,Uttar Pradesh,Automotive,28,2025-07-31 20:02:50.125
2021,Uttar Pradesh,Art & Photography,10,2025-07-31 20:02:50.416
2021,Uttar Pradesh,Chemicals,13,2025-07-31 20:02:51.002
2021,Uttar Pradesh,Computer Vision,2,2025-07-31 20:02:51.294
2021,Uttar Pradesh,Telecommunication & Networking,22,2025-07-31 20:02:51.586
2021,Uttar Pradesh,Construction,113,2025-07-31 20:02:51.882
2021,Uttar Pradesh,Agriculture,96,2025-07-31 20:02:52.177
2021,Uttar Pradesh,Aeronautics Aerospace & Defence,22,2025-07-31 20:02:52.471
2021,Uttar Pradesh,AI,18,2025-07-31 20:02:52.766
2021,Uttar Pradesh,Green Technology,23,2025-07-31 20:02:53.063
2021,Uttar Pradesh,Events,8,2025-07-31 20:02:53.359
2021,Uttar Pradesh,Fashion,34,2025-07-31 20:02:53.655
2021,Uttar Pradesh,Finance Technology,42,2025-07-31 20:02:53.950
2021,Uttar Pradesh,Enterprise Software,17,2025-07-31 20:02:54.245
2021,Uttar Pradesh,Food & Beverages,90,2025-07-31 20:02:54.541
2021,Uttar Pradesh,Design,6,2025-07-31 20:02:54.838
2021,Uttar Pradesh,Dating Matrimonial,2,2025-07-31 20:02:55.134
2021,Uttar Pradesh,Education,130,2025-07-31 20:02:55.427
2021,Uttar Pradesh,Renewable Energy,57,2025-07-31 20:02:55.718
2021,Uttar Pradesh,Technology Hardware,53,2025-07-31 20:02:56.009
2021,Uttar Pradesh,Healthcare & Lifesciences,177,2025-07-31 20:02:56.301
2021,Uttar Pradesh,Internet of Things,20,2025-07-31 20:02:56.594
2021,Uttar Pradesh,IT Services,252,2025-07-31 20:02:56.886
2021,Uttar Pradesh,Human Resources,51,2025-07-31 20:02:57.177
2021,Uttar Pradesh,Marketing,31,2025-07-31 20:02:57.469
2021,Uttar Pradesh,Nanotechnology,1,2025-07-31 20:02:57.762
2021,Uttar Pradesh,Non- Renewable Energy,65,2025-07-31 20:02:58.057
2021,Uttar Pradesh,Pets & Animals,2,2025-07-31 20:02:58.348
2021,Uttar Pradesh,Media & Entertainment,27,2025-07-31 20:02:58.639
2021,Uttar Pradesh,Retail,35,2025-07-31 20:02:58.929
2021,Uttar Pradesh,House-Hold Services,10,2025-07-31 20:02:59.219
2021,Uttar Pradesh,Professional & Commercial Services,119,2025-07-31 20:02:59.514
2021,Uttar Pradesh,Sports,7,2025-07-31 20:02:59.806
2021,Uttar Pradesh,Social Impact,14,2025-07-31 20:03:00.098
2021,Uttar Pradesh,Social Network,9,2025-07-31 20:03:00.388
2021,Uttar Pradesh,Textiles & Apparel,51,2025-07-31 20:03:00.680
2021,Uttar Pradesh,Indic Language Startups,1,2025-07-31 20:03:00.973
2021,Uttar Pradesh,Transportation & Storage,24,2025-07-31 20:03:01.268
2021,Uttar Pradesh,Logistics,10,2025-07-31 20:03:01.561
2021,Uttar Pradesh,Travel & Tourism,19,2025-07-31 20:03:01.853
2021,Uttar Pradesh,Security Solutions,25,2025-07-31 20:03:02.146
2021,Uttar Pradesh,Real Estate,13,2025-07-31 20:03:02.734
2021,Uttar Pradesh,Other Specialty Retailers,13,2025-07-31 20:03:03.027
2021,Uttar Pradesh,Safety,6,2025-07-31 20:03:03.320
2021,Uttar Pradesh,Robotics,7,2025-07-31 20:03:03.613
2021,Uttar Pradesh,Biotechnology,1,2025-07-31 20:03:04.201
2021,Uttar Pradesh,Waste Management,19,2025-07-31 20:03:04.494
2021,Uttar Pradesh,Others,136,2025-07-31 20:03:04.785
2021,Uttar Pradesh,Toys and Games,7,2025-07-31 20:03:05.075
2021,Ladakh,Agriculture,1,2025-07-31 20:03:08.048
2021,Maharashtra,Analytics,33,2025-07-31 20:03:19.265
2021,Maharashtra,Advertising,17,2025-07-31 20:03:19.583
2021,Maharashtra,Architecture Interior Design,20,2025-07-31 20:03:19.897
2021,Maharashtra,AR VR (Augmented + Virtual Reality),15,2025-07-31 20:03:20.214
2021,Maharashtra,Automotive,87,2025-07-31 20:03:20.530
2021,Maharashtra,Art & Photography,4,2025-07-31 20:03:20.845
2021,Maharashtra,Animation,5,2025-07-31 20:03:21.164
2021,Maharashtra,Chemicals,61,2025-07-31 20:03:21.483
2021,Maharashtra,Computer Vision,6,2025-07-31 20:03:21.802
2021,Maharashtra,Telecommunication & Networking,37,2025-07-31 20:03:22.119
2021,Maharashtra,Construction,145,2025-07-31 20:03:22.440
2021,Maharashtra,Agriculture,209,2025-07-31 20:03:22.765
2021,Maharashtra,Aeronautics Aerospace & Defence,28,2025-07-31 20:03:23.085
2021,Maharashtra,AI,57,2025-07-31 20:03:23.405
2021,Maharashtra,Green Technology,69,2025-07-31 20:03:23.728
2021,Maharashtra,Events,16,2025-07-31 20:03:24.049
2021,Maharashtra,Fashion,46,2025-07-31 20:03:24.369
2021,Maharashtra,Finance Technology,150,2025-07-31 20:03:24.693
2021,Maharashtra,Enterprise Software,51,2025-07-31 20:03:25.014
2021,Maharashtra,Food & Beverages,183,2025-07-31 20:03:25.336
2021,Maharashtra,Design,27,2025-07-31 20:03:25.654
2021,Maharashtra,Dating Matrimonial,5,2025-07-31 20:03:25.975
2021,Maharashtra,Education,244,2025-07-31 20:03:26.294
2021,Maharashtra,Renewable Energy,92,2025-07-31 20:03:26.607
2021,Maharashtra,Technology Hardware,120,2025-07-31 20:03:26.922
2021,Maharashtra,Healthcare & Lifesciences,349,2025-07-31 20:03:27.238
2021,Maharashtra,Internet of Things,30,2025-07-31 20:03:27.548
2021,Maharashtra,IT Services,373,2025-07-31 20:03:27.870
2021,Maharashtra,Human Resources,63,2025-07-31 20:03:28.192
2021,Maharashtra,Marketing,72,2025-07-31 20:03:28.514
2021,Maharashtra,Nanotechnology,6,2025-07-31 20:03:28.829
2021,Maharashtra,Non- Renewable Energy,177,2025-07-31 20:03:29.144
2021,Maharashtra,Pets & Animals,11,2025-07-31 20:03:29.449
2021,Maharashtra,Media & Entertainment,61,2025-07-31 20:03:29.765
2021,Maharashtra,Retail,63,2025-07-31 20:03:30.080
2021,Maharashtra,House-Hold Services,20,2025-07-31 20:03:30.402
2021,Maharashtra,Professional & Commercial Services,196,2025-07-31 20:03:30.718
2021,Maharashtra,Sports,21,2025-07-31 20:03:31.040
2021,Maharashtra,Social Impact,18,2025-07-31 20:03:31.361
2021,Maharashtra,Social Network,25,2025-07-31 20:03:31.680
2021,Maharashtra,Textiles & Apparel,38,2025-07-31 20:03:31.997
2021,Maharashtra,Indic Language Startups,9,2025-07-31 20:03:32.316
2021,Maharashtra,Transportation & Storage,59,2025-07-31 20:03:32.611
2021,Maharashtra,Logistics,30,2025-07-31 20:03:32.933
2021,Maharashtra,Travel & Tourism,30,2025-07-31 20:03:33.252
2021,Maharashtra,Security Solutions,44,2025-07-31 20:03:33.572
2021,Maharashtra,Real Estate,21,2025-07-31 20:03:34.203
2021,Maharashtra,Other Specialty Retailers,19,2025-07-31 20:03:34.524
2021,Maharashtra,Safety,22,2025-07-31 20:03:34.800
2021,Maharashtra,Robotics,15,2025-07-31 20:03:35.115
2021,Maharashtra,Passenger Experience,1,2025-07-31 20:03:35.439
2021,Maharashtra,Biotechnology,13,2025-07-31 20:03:35.760
2021,Maharashtra,Waste Management,39,2025-07-31 20:03:36.068
2021,Maharashtra,Others,172,2025-07-31 20:03:36.387
2021,Maharashtra,Toys and Games,12,2025-07-31 20:03:36.706
2021,Dadra and Nagar Haveli and Daman and Diu,Agriculture,2,2025-07-31 20:03:39.716
2021,Dadra and Nagar Haveli and Daman and Diu,Fashion,1,2025-07-31 20:03:40.933
2021,Dadra and Nagar Haveli and Daman and Diu,Enterprise Software,2,2025-07-31 20:03:41.429
2021,Dadra and Nagar Haveli and Daman and Diu,Food & Beverages,2,2025-07-31 20:03:41.676
2021,Dadra and Nagar Haveli and Daman and Diu,House-Hold Services,1,2025-07-31 20:03:45.598
2021,Dadra and Nagar Haveli and Daman and Diu,Textiles & Apparel,1,2025-07-31 20:03:46.833
2021,Dadra and Nagar Haveli and Daman and Diu,Transportation & Storage,1,2025-07-31 20:03:47.339
2021,Dadra and Nagar Haveli and Daman and Diu,Others,2,2025-07-31 20:03:50.276
2021,Puducherry,Automotive,1,2025-07-31 20:03:51.777
2021,Puducherry,Construction,1,2025-07-31 20:03:53.311
2021,Puducherry,Agriculture,2,2025-07-31 20:03:53.567
2021,Puducherry,Food & Beverages,2,2025-07-31 20:03:55.566
2021,Puducherry,Education,1,2025-07-31 20:03:56.303
2021,Puducherry,Technology Hardware,1,2025-07-31 20:03:56.789
2021,Puducherry,IT Services,3,2025-07-31 20:03:57.520
2021,Puducherry,Human Resources,1,2025-07-31 20:03:57.766
2021,Puducherry,Non- Renewable Energy,1,2025-07-31 20:03:58.483
2021,Puducherry,Retail,1,2025-07-31 20:03:59.219
2021,Puducherry,Professional & Commercial Services,1,2025-07-31 20:03:59.708
2021,Puducherry,Social Network,1,2025-07-31 20:04:00.433
2021,Puducherry,Others,1,2025-07-31 20:04:04.099
2021,Meghalaya,Advertising,1,2025-07-31 20:04:04.838
2021,Meghalaya,Green Technology,1,2025-07-31 20:04:08.060
2021,Meghalaya,Food & Beverages,1,2025-07-31 20:04:09.292
2021,Meghalaya,Education,1,2025-07-31 20:04:10.035
2021,Meghalaya,IT Services,2,2025-07-31 20:04:11.265
2021,Meghalaya,Professional & Commercial Services,1,2025-07-31 20:04:13.481
2021,Meghalaya,Travel & Tourism,1,2025-07-31 20:04:15.454
2021,Meghalaya,Others,1,2025-07-31 20:04:17.919
2021,Odisha,Advertising,4,2025-07-31 20:04:18.666
2021,Odisha,Architecture Interior Design,3,2025-07-31 20:04:18.914
2021,Odisha,AR VR (Augmented + Virtual Reality),2,2025-07-31 20:04:19.159
2021,Odisha,Automotive,7,2025-07-31 20:04:19.411
2021,Odisha,Art & Photography,1,2025-07-31 20:04:19.661
2021,Odisha,Chemicals,2,2025-07-31 20:04:20.158
2021,Odisha,Telecommunication & Networking,2,2025-07-31 20:04:20.654
2021,Odisha,Construction,22,2025-07-31 20:04:20.898
2021,Odisha,Agriculture,31,2025-07-31 20:04:21.152
2021,Odisha,Aeronautics Aerospace & Defence,4,2025-07-31 20:04:21.400
2021,Odisha,AI,3,2025-07-31 20:04:21.675
2021,Odisha,Green Technology,7,2025-07-31 20:04:21.932
2021,Odisha,Events,4,2025-07-31 20:04:22.187
2021,Odisha,Fashion,5,2025-07-31 20:04:22.439
2021,Odisha,Finance Technology,4,2025-07-31 20:04:22.696
2021,Odisha,Enterprise Software,3,2025-07-31 20:04:22.950
2021,Odisha,Food & Beverages,30,2025-07-31 20:04:23.204
2021,Odisha,Education,28,2025-07-31 20:04:23.957
2021,Odisha,Renewable Energy,15,2025-07-31 20:04:24.209
2021,Odisha,Technology Hardware,12,2025-07-31 20:04:24.462
2021,Odisha,Healthcare & Lifesciences,34,2025-07-31 20:04:24.716
2021,Odisha,Internet of Things,7,2025-07-31 20:04:24.969
2021,Odisha,IT Services,34,2025-07-31 20:04:25.224
2021,Odisha,Human Resources,8,2025-07-31 20:04:25.479
2021,Odisha,Marketing,7,2025-07-31 20:04:25.733
2021,Odisha,Nanotechnology,1,2025-07-31 20:04:25.988
2021,Odisha,Non- Renewable Energy,16,2025-07-31 20:04:26.242
2021,Odisha,Pets & Animals,1,2025-07-31 20:04:26.496
2021,Odisha,Media & Entertainment,6,2025-07-31 20:04:26.744
2021,Odisha,Retail,10,2025-07-31 20:04:26.999
2021,Odisha,House-Hold Services,3,2025-07-31 20:04:27.253
2021,Odisha,Professional & Commercial Services,22,2025-07-31 20:04:27.507
2021,Odisha,Social Impact,2,2025-07-31 20:04:28.016
2021,Odisha,Social Network,1,2025-07-31 20:04:28.270
2021,Odisha,Textiles & Apparel,7,2025-07-31 20:04:28.524
2021,Odisha,Indic Language Startups,2,2025-07-31 20:04:28.778
2021,Odisha,Transportation & Storage,5,2025-07-31 20:04:29.033
2021,Odisha,Logistics,6,2025-07-31 20:04:29.288
2021,Odisha,Travel & Tourism,4,2025-07-31 20:04:29.543
2021,Odisha,Security Solutions,3,2025-07-31 20:04:29.797
2021,Odisha,Real Estate,3,2025-07-31 20:04:30.300
2021,Odisha,Other Specialty Retailers,1,2025-07-31 20:04:30.550
2021,Odisha,Safety,4,2025-07-31 20:04:30.796
2021,Odisha,Robotics,1,2025-07-31 20:04:31.057
2021,Odisha,Biotechnology,4,2025-07-31 20:04:31.566
2021,Odisha,Waste Management,4,2025-07-31 20:04:31.820
2021,Odisha,Others,12,2025-07-31 20:04:32.073
2021,Punjab,Advertising,1,2025-07-31 20:04:32.831
2021,Punjab,AR VR (Augmented + Virtual Reality),5,2025-07-31 20:04:33.329
2021,Punjab,Automotive,3,2025-07-31 20:04:33.582
2021,Punjab,Chemicals,3,2025-07-31 20:04:34.340
2021,Punjab,Computer Vision,1,2025-07-31 20:04:34.594
2021,Punjab,Construction,7,2025-07-31 20:04:35.100
2021,Punjab,Agriculture,18,2025-07-31 20:04:35.353
2021,Punjab,Aeronautics Aerospace & Defence,3,2025-07-31 20:04:35.607
2021,Punjab,AI,5,2025-07-31 20:04:35.860
2021,Punjab,Green Technology,2,2025-07-31 20:04:36.113
2021,Punjab,Fashion,3,2025-07-31 20:04:36.617
2021,Punjab,Finance Technology,8,2025-07-31 20:04:36.870
2021,Punjab,Enterprise Software,1,2025-07-31 20:04:37.123
2021,Punjab,Food & Beverages,18,2025-07-31 20:04:37.375
2021,Punjab,Education,16,2025-07-31 20:04:38.133
2021,Punjab,Renewable Energy,6,2025-07-31 20:04:38.383
2021,Punjab,Technology Hardware,5,2025-07-31 20:04:38.634
2021,Punjab,Healthcare & Lifesciences,19,2025-07-31 20:04:38.886
2021,Punjab,Internet of Things,1,2025-07-31 20:04:39.139
2021,Punjab,IT Services,30,2025-07-31 20:04:39.393
2021,Punjab,Human Resources,3,2025-07-31 20:04:39.646
2021,Punjab,Marketing,9,2025-07-31 20:04:39.899
2021,Punjab,Non- Renewable Energy,16,2025-07-31 20:04:40.399
2021,Punjab,Media & Entertainment,7,2025-07-31 20:04:40.904
2021,Punjab,Retail,10,2025-07-31 20:04:41.157
2021,Punjab,House-Hold Services,1,2025-07-31 20:04:41.409
2021,Punjab,Professional & Commercial Services,11,2025-07-31 20:04:41.663
2021,Punjab,Sports,2,2025-07-31 20:04:41.916
2021,Punjab,Social Impact,1,2025-07-31 20:04:42.169
2021,Punjab,Social Network,2,2025-07-31 20:04:42.422
2021,Punjab,Textiles & Apparel,4,2025-07-31 20:04:42.663
2021,Punjab,Indic Language Startups,1,2025-07-31 20:04:42.912
2021,Punjab,Transportation & Storage,1,2025-07-31 20:04:43.161
2021,Punjab,Logistics,1,2025-07-31 20:04:43.409
2021,Punjab,Travel & Tourism,2,2025-07-31 20:04:43.658
2021,Punjab,Security Solutions,4,2025-07-31 20:04:43.907
2021,Punjab,Real Estate,2,2025-07-31 20:04:44.403
2021,Punjab,Other Specialty Retailers,1,2025-07-31 20:04:44.651
2021,Punjab,Robotics,1,2025-07-31 20:04:45.152
2021,Punjab,Biotechnology,1,2025-07-31 20:04:45.649
2021,Punjab,Waste Management,1,2025-07-31 20:04:45.895
2021,Punjab,Others,8,2025-07-31 20:04:46.140
2020,Assam,Analytics,1,2025-07-31 20:04:46.628
2020,Assam,Advertising,1,2025-07-31 20:04:46.878
2020,Assam,Chemicals,2,2025-07-31 20:04:48.358
2020,Assam,Construction,7,2025-07-31 20:04:49.098
2020,Assam,Agriculture,15,2025-07-31 20:04:49.344
2020,Assam,Green Technology,2,2025-07-31 20:04:50.079
2020,Assam,Fashion,2,2025-07-31 20:04:50.576
2020,Assam,Finance Technology,1,2025-07-31 20:04:50.823
2020,Assam,Enterprise Software,1,2025-07-31 20:04:51.068
2020,Assam,Food & Beverages,12,2025-07-31 20:04:51.314
2020,Assam,Design,1,2025-07-31 20:04:51.561
2020,Assam,Education,9,2025-07-31 20:04:52.050
2020,Assam,Renewable Energy,1,2025-07-31 20:04:52.297
2020,Assam,Technology Hardware,2,2025-07-31 20:04:52.544
2020,Assam,Healthcare & Lifesciences,10,2025-07-31 20:04:52.788
2020,Assam,IT Services,12,2025-07-31 20:04:53.263
2020,Assam,Human Resources,2,2025-07-31 20:04:53.504
2020,Assam,Marketing,4,2025-07-31 20:04:53.744
2020,Assam,Non- Renewable Energy,5,2025-07-31 20:04:54.224
2020,Assam,Media & Entertainment,1,2025-07-31 20:04:54.710
2020,Assam,Retail,4,2025-07-31 20:04:54.955
2020,Assam,House-Hold Services,3,2025-07-31 20:04:55.198
2020,Assam,Professional & Commercial Services,5,2025-07-31 20:04:55.443
2020,Assam,Social Impact,1,2025-07-31 20:04:55.928
2020,Assam,Textiles & Apparel,1,2025-07-31 20:04:56.412
2020,Assam,Indic Language Startups,1,2025-07-31 20:04:56.652
2020,Assam,Transportation & Storage,3,2025-07-31 20:04:56.886
2020,Assam,Travel & Tourism,6,2025-07-31 20:04:57.366
2020,Assam,Security Solutions,1,2025-07-31 20:04:57.610
2020,Assam,Real Estate,1,2025-07-31 20:04:58.093
2020,Assam,Other Specialty Retailers,2,2025-07-31 20:04:58.332
2020,Chandigarh,Advertising,1,2025-07-31 20:05:00.540
2020,Chandigarh,Architecture Interior Design,1,2025-07-31 20:05:00.790
2020,Chandigarh,Automotive,2,2025-07-31 20:05:01.296
2020,Chandigarh,Chemicals,1,2025-07-31 20:05:02.040
2020,Chandigarh,Construction,2,2025-07-31 20:05:02.781
2020,Chandigarh,Agriculture,2,2025-07-31 20:05:03.029
2020,Chandigarh,Aeronautics Aerospace & Defence,1,2025-07-31 20:05:03.276
2020,Chandigarh,AI,1,2025-07-31 20:05:03.522
2020,Chandigarh,Enterprise Software,1,2025-07-31 20:05:04.756
2020,Chandigarh,Food & Beverages,1,2025-07-31 20:05:05.000
2020,Chandigarh,Education,3,2025-07-31 20:05:05.741
2020,Chandigarh,Technology Hardware,2,2025-07-31 20:05:06.236
2020,Chandigarh,Healthcare & Lifesciences,5,2025-07-31 20:05:06.480
2020,Chandigarh,IT Services,8,2025-07-31 20:05:06.974
2020,Chandigarh,Human Resources,1,2025-07-31 20:05:07.220
2020,Chandigarh,Marketing,2,2025-07-31 20:05:07.466
2020,Chandigarh,Non- Renewable Energy,2,2025-07-31 20:05:07.960
2020,Chandigarh,Retail,1,2025-07-31 20:05:08.697
2020,Chandigarh,House-Hold Services,1,2025-07-31 20:05:08.943
2020,Chandigarh,Professional & Commercial Services,7,2025-07-31 20:05:09.187
2020,Chandigarh,Social Impact,1,2025-07-31 20:05:09.679
